,date,category,price
114,2021-08-27,판매비와관리비,991385
115,2021-12-19,지급수수료,14420
116,2021-12-15,기타비용,484999
117,2021-11-15,금융비용,72139
118,2021-06-20,기타수익,495346
119,2021-01-07,금융수익,786534
120,2021-12-26,판매비와관리비,55551
121,2021-05-21,지급수수료,786315
122,2021-11-06,기타비용,682620
123,2021-10-14,금융비용,732415
124,2021-10-12,기타수익,465840
125,2021-08-15,금융수익,543371
126,2021-04-26,판매비와관리비,739290
127,2021-02-20,지급수수료,943994
128,2021-08-11,기타비용,983059
129,2021-04-02,금융비용,430580
130,2021-01-09,기타수익,533769
131,2021-04-21,금융수익,479060
132,2021-08-11,판매비와관리비,52944
133,2021-11-06,지급수수료,910385
134,2021-01-09,기타비용,115577
135,2021-06-21,금융비용,688269
136,2021-12-18,기타수익,764170
137,2021-02-03,금융수익,259311
138,2021-12-08,판매비와관리비,321675
139,2021-06-06,지급수수료,448978
140,2021-06-20,기타비용,475532
141,2021-07-14,금융비용,281125
142,2021-03-27,기타수익,553284
143,2021-02-01,금융수익,763391
144,2021-10-09,판매비와관리비,449977
145,2021-05-21,지급수수료,371237
146,2021-11-07,기타비용,242267
147,2021-07-21,금융비용,260472
148,2021-11-07,기타수익,584528
149,2021-09-18,금융수익,401357
150,2021-08-05,판매비와관리비,28408
151,2021-04-22,지급수수료,298628
152,2021-02-17,기타비용,226121
153,2021-02-25,금융비용,143583
154,2021-03-19,기타수익,870263
155,2021-10-18,금융수익,36052
156,2021-02-18,판매비와관리비,564486
157,2021-09-13,지급수수료,865667
158,2021-06-03,기타비용,812074
159,2021-04-02,금융비용,397976
160,2021-11-14,기타수익,981264
161,2021-11-19,금융수익,997417
162,2021-01-10,판매비와관리비,366838
163,2021-02-27,지급수수료,825731
164,2021-12-23,기타비용,271183
165,2021-08-18,금융비용,38272
166,2021-01-26,기타수익,858909
167,2021-04-09,금융수익,676729
168,2021-05-01,판매비와관리비,213231
169,2021-09-27,지급수수료,57214
170,2021-02-10,기타비용,326231
171,2021-08-18,금융비용,19385
172,2021-11-04,기타수익,408017
173,2021-04-27,금융수익,70857
174,2021-02-07,판매비와관리비,170000
175,2021-08-14,지급수수료,109626
176,2021-02-26,기타비용,877125
177,2021-01-13,금융비용,225406
178,2021-03-22,기타수익,674081
179,2021-11-16,금융수익,31371
180,2021-06-25,판매비와관리비,782158
181,2021-11-24,지급수수료,926722
182,2021-07-17,기타비용,775758
183,2021-08-22,금융비용,615773
184,2021-02-18,기타수익,745353
185,2021-03-14,금융수익,244998
186,2021-11-19,판매비와관리비,915638
187,2021-08-25,지급수수료,629972
188,2021-11-08,기타비용,74377
189,2021-05-17,금융비용,423891
190,2021-07-11,기타수익,198543
191,2021-11-14,금융수익,367568
192,2021-01-09,판매비와관리비,264959
193,2021-10-17,지급수수료,455138
194,2021-07-19,기타비용,123016
195,2021-09-22,금융비용,754751
196,2021-12-03,기타수익,189891
197,2021-04-09,금융수익,483257
198,2021-01-24,판매비와관리비,335800
199,2021-04-10,지급수수료,330479
200,2021-01-03,기타비용,431509
201,2021-09-08,금융비용,108987
202,2021-09-02,기타수익,692473
203,2021-02-23,금융수익,625624
204,2021-04-03,판매비와관리비,600093
205,2021-02-11,지급수수료,448645
206,2021-03-10,기타비용,960289
207,2021-08-08,금융비용,390308
208,2021-10-16,기타수익,593770
209,2021-12-22,금융수익,535920
210,2021-12-23,판매비와관리비,941975
211,2021-09-17,지급수수료,822683
212,2021-06-10,기타비용,272996
213,2021-06-12,금융비용,307251
214,2021-01-25,기타수익,194752
215,2021-05-09,금융수익,78477
216,2021-07-25,판매비와관리비,249092
217,2021-10-09,지급수수료,52013
218,2021-12-26,기타비용,146765
219,2021-02-11,금융비용,55761
220,2021-05-14,기타수익,653603
221,2021-12-21,금융수익,653038
222,2021-03-02,판매비와관리비,486958
223,2021-06-01,지급수수료,632145
224,2021-05-28,기타비용,586266
225,2021-09-27,금융비용,697664
226,2021-03-15,기타수익,510283
227,2021-01-28,금융수익,161960
228,2021-01-15,판매비와관리비,952693
229,2021-08-26,지급수수료,145861
230,2021-02-10,기타비용,439910
231,2021-10-26,금융비용,978226
232,2021-11-06,기타수익,327744
233,2021-05-04,금융수익,46116
234,2021-04-14,판매비와관리비,312625
235,2021-01-12,지급수수료,211098
236,2021-02-05,기타비용,800329
237,2021-06-26,금융비용,356117
238,2021-08-02,기타수익,333794
239,2021-04-13,금융수익,145383
240,2021-04-13,판매비와관리비,149171
241,2021-12-21,지급수수료,772549
242,2021-06-12,기타비용,724854
243,2021-07-03,금융비용,330149
244,2021-08-20,기타수익,212133
245,2021-04-03,금융수익,495791
246,2021-08-07,판매비와관리비,411804
247,2021-01-24,지급수수료,765720
248,2021-04-06,기타비용,412618
249,2021-08-11,금융비용,537618
250,2021-07-25,기타수익,159652
251,2021-10-22,금융수익,641325
252,2021-05-20,판매비와관리비,530053
253,2021-11-09,지급수수료,900085
254,2021-02-17,기타비용,346891
255,2021-11-07,금융비용,306613
256,2021-10-03,기타수익,278309
257,2021-11-22,금융수익,92970
258,2021-12-19,판매비와관리비,981035
259,2021-11-15,지급수수료,244577
260,2021-02-25,기타비용,859274
261,2021-06-16,금융비용,286611
262,2021-04-11,기타수익,552081
263,2021-11-03,금융수익,131026
264,2021-01-03,판매비와관리비,308314
265,2021-10-12,지급수수료,410955
266,2021-01-01,기타비용,439273
267,2021-01-02,금융비용,749710
268,2021-08-14,기타수익,344243
269,2021-06-13,금융수익,632635
270,2021-07-06,판매비와관리비,802631
271,2021-11-11,지급수수료,675966
272,2021-10-14,기타비용,41596
273,2021-03-27,금융비용,196402
274,2021-01-01,기타수익,183251
275,2021-04-24,금융수익,341361
276,2021-03-27,판매비와관리비,277340
277,2021-02-27,지급수수료,239853
278,2021-02-10,기타비용,857673
279,2021-09-01,금융비용,318153
280,2021-10-17,기타수익,812714
281,2021-06-03,금융수익,130830
282,2021-03-08,판매비와관리비,906824
283,2021-05-16,지급수수료,744922
284,2021-05-23,기타비용,83760
285,2021-04-01,금융비용,70521
286,2021-08-27,기타수익,945392
287,2021-08-26,금융수익,149417
288,2021-04-13,판매비와관리비,642397
289,2021-05-23,지급수수료,685350
290,2021-02-24,기타비용,654452
291,2021-08-11,금융비용,183077
292,2021-11-13,기타수익,504396
293,2021-10-10,금융수익,931623
294,2021-05-22,판매비와관리비,835572
295,2021-10-21,지급수수료,107332
296,2021-08-04,기타비용,913031
297,2021-07-15,금융비용,244978
298,2021-08-17,기타수익,291117
299,2021-04-13,금융수익,311531
300,2021-11-19,판매비와관리비,348299
301,2021-12-02,지급수수료,290597
302,2021-05-04,기타비용,547280
303,2021-08-15,금융비용,954585
304,2021-06-10,기타수익,585076
305,2021-03-18,금융수익,298523
306,2021-05-13,판매비와관리비,719345
307,2021-02-01,지급수수료,652259
308,2021-02-28,기타비용,100436
309,2021-07-25,금융비용,841094
310,2021-02-18,기타수익,651768
311,2021-09-25,금융수익,809813
312,2021-09-27,판매비와관리비,428190
313,2021-04-14,지급수수료,426491
314,2021-12-27,기타비용,73668
315,2021-08-28,금융비용,33596
316,2021-09-20,기타수익,291598
317,2021-08-27,금융수익,314414
318,2021-09-10,판매비와관리비,536329
319,2021-11-17,지급수수료,163286
320,2021-03-27,기타비용,373900
321,2021-04-13,금융비용,957157
322,2021-12-19,기타수익,53095
323,2021-06-18,금융수익,290492
324,2021-05-06,판매비와관리비,854978
325,2021-11-11,지급수수료,837469
326,2021-01-20,기타비용,66350
327,2021-02-21,금융비용,506322
328,2021-11-06,기타수익,827605
329,2021-08-08,금융수익,840966
330,2021-09-01,판매비와관리비,161866
331,2021-11-09,지급수수료,392344
332,2021-12-14,기타비용,26735
333,2021-06-19,금융비용,658503
334,2021-03-19,기타수익,776112
335,2021-02-25,금융수익,49329
336,2021-04-22,판매비와관리비,501519
337,2021-02-17,지급수수료,606976
338,2021-07-11,기타비용,816336
339,2021-09-17,금융비용,872398
340,2021-11-01,기타수익,148381
341,2021-12-11,금융수익,334559
342,2021-03-02,판매비와관리비,495689
343,2021-03-07,지급수수료,321386
344,2021-04-08,기타비용,608463
345,2021-07-12,금융비용,946914
346,2021-05-24,기타수익,523391
347,2021-11-09,금융수익,896231
348,2021-08-09,판매비와관리비,753183
349,2021-04-12,지급수수료,56070
350,2021-05-19,기타비용,178046
351,2021-07-22,금융비용,971185
352,2021-12-25,기타수익,569569
353,2021-02-01,금융수익,864157
354,2021-06-14,판매비와관리비,589657
355,2021-05-20,지급수수료,192264
356,2021-11-12,기타비용,950645
357,2021-02-08,금융비용,606650
358,2021-01-21,기타수익,848066
359,2021-11-08,금융수익,862109
360,2021-02-06,판매비와관리비,335335
361,2021-06-13,지급수수료,491116
362,2021-09-26,기타비용,924178
363,2021-01-19,금융비용,271387
364,2021-12-24,기타수익,432832
365,2021-03-19,금융수익,452042
366,2021-01-24,판매비와관리비,809473
367,2021-06-24,지급수수료,766415
368,2021-11-16,기타비용,692477
369,2021-06-18,금융비용,914583
370,2021-11-22,기타수익,678388
371,2021-03-02,금융수익,151429
372,2021-03-16,판매비와관리비,888771
373,2021-03-02,지급수수료,707562
374,2021-08-05,기타비용,691142
375,2021-08-07,금융비용,110681
376,2021-04-16,기타수익,83138
377,2021-07-11,금융수익,834181
378,2021-10-15,판매비와관리비,421111
379,2021-02-25,지급수수료,235017
380,2021-04-15,기타비용,724042
381,2021-03-21,금융비용,567080
382,2021-01-26,기타수익,177865
383,2021-08-27,금융수익,503857
384,2021-01-24,판매비와관리비,241520
385,2021-05-03,지급수수료,515987
386,2021-02-17,기타비용,176365
387,2021-08-14,금융비용,702877
388,2021-05-19,기타수익,920531
389,2021-07-09,금융수익,191964
390,2021-06-09,판매비와관리비,45063
391,2021-11-27,지급수수료,823609
392,2021-11-05,기타비용,474218
393,2021-09-17,금융비용,13128
394,2021-05-04,기타수익,469967
395,2021-08-15,금융수익,16007
396,2021-12-28,판매비와관리비,988182
397,2021-02-18,지급수수료,665049
398,2021-02-05,기타비용,360463
399,2021-12-02,금융비용,13162
400,2021-11-22,기타수익,643079
401,2021-06-14,금융수익,336500
402,2021-11-05,판매비와관리비,616478
403,2021-11-06,지급수수료,301732
404,2021-07-14,기타비용,607322
405,2021-06-03,금융비용,775514
406,2021-09-23,기타수익,532751
407,2021-09-04,금융수익,133039
408,2021-07-27,판매비와관리비,558950
409,2021-11-13,지급수수료,423361
410,2021-12-25,기타비용,479898
411,2021-07-21,금융비용,435874
412,2021-11-12,기타수익,412331
413,2021-09-17,금융수익,124762
414,2021-07-25,판매비와관리비,862024
415,2021-05-18,지급수수료,927106
416,2021-08-04,기타비용,558232
417,2021-11-08,금융비용,718761
418,2021-09-20,기타수익,992238
419,2021-08-05,금융수익,516707
420,2021-06-04,판매비와관리비,747238
421,2021-03-04,지급수수료,299318
422,2021-07-08,기타비용,82980
423,2021-07-21,금융비용,151585
424,2021-07-16,기타수익,294888
425,2021-05-16,금융수익,297288
426,2021-10-06,판매비와관리비,724140
427,2021-07-05,지급수수료,409917
428,2021-06-22,기타비용,31594
429,2021-06-27,금융비용,117562
430,2021-06-21,기타수익,288929
431,2021-02-15,금융수익,697002
432,2021-12-19,판매비와관리비,363603
433,2021-07-12,지급수수료,110780
434,2021-01-24,기타비용,472596
435,2021-10-15,금융비용,95686
436,2021-11-07,기타수익,315161
437,2021-12-11,금융수익,347961
438,2021-10-17,판매비와관리비,861464
439,2021-11-01,지급수수료,303071
440,2021-01-11,기타비용,476459
441,2021-01-23,금융비용,768385
442,2021-09-14,기타수익,781077
443,2021-06-19,금융수익,903490
444,2021-01-21,판매비와관리비,29569
445,2021-05-20,지급수수료,202886
446,2021-11-26,기타비용,356599
447,2021-05-08,금융비용,121427
448,2021-06-02,기타수익,897399
449,2021-07-17,금융수익,469074
450,2021-05-08,판매비와관리비,350980
451,2021-05-24,지급수수료,855587
452,2021-11-08,기타비용,129831
453,2021-09-23,금융비용,194086
454,2021-11-03,기타수익,411659
455,2021-03-14,금융수익,582420
456,2021-06-09,판매비와관리비,138227
457,2021-07-01,지급수수료,674494
458,2021-05-01,기타비용,586248
459,2021-06-12,금융비용,758066
460,2021-10-06,기타수익,168171
461,2021-11-21,금융수익,190775
462,2021-04-05,판매비와관리비,36000
463,2021-04-17,지급수수료,595477
464,2021-01-11,기타비용,956466
465,2021-11-12,금융비용,962850
466,2021-07-14,기타수익,604071
467,2021-07-11,금융수익,682278
468,2021-01-04,판매비와관리비,582471
469,2021-01-12,지급수수료,66650
470,2021-11-09,기타비용,109565
471,2021-12-18,금융비용,306858
472,2021-07-11,기타수익,743834
473,2021-09-14,금융수익,581068
474,2021-06-16,판매비와관리비,173657
475,2021-01-02,지급수수료,746610
476,2021-12-12,기타비용,390044
477,2021-08-06,금융비용,141020
478,2021-01-07,기타수익,77907
479,2021-06-21,금융수익,305643
480,2021-03-05,판매비와관리비,901083
481,2021-06-20,지급수수료,813875
482,2021-08-24,기타비용,38336
483,2021-05-27,금융비용,888150
484,2021-08-01,기타수익,634855
485,2021-01-28,금융수익,793888
486,2021-12-13,판매비와관리비,768102
487,2021-09-05,지급수수료,725386
488,2021-03-15,기타비용,86019
489,2021-12-18,금융비용,512428
490,2021-11-15,기타수익,358508
491,2021-10-27,금융수익,702957
492,2021-09-01,판매비와관리비,24787
493,2021-11-15,지급수수료,309963
494,2021-10-08,기타비용,624979
495,2021-10-20,금융비용,826719
496,2021-02-23,기타수익,916286
497,2021-02-05,금융수익,477189
498,2021-12-25,판매비와관리비,179969
499,2021-12-23,지급수수료,719151
500,2021-09-07,기타비용,850117
501,2021-11-13,금융비용,695884
502,2021-10-23,기타수익,676639
503,2021-08-06,금융수익,394408
504,2021-06-25,판매비와관리비,657607
505,2021-05-01,지급수수료,302928
506,2021-02-12,기타비용,943059
507,2021-12-21,금융비용,61241
508,2021-11-17,기타수익,997009
509,2021-10-08,금융수익,445311
510,2021-08-15,판매비와관리비,880972
511,2021-02-03,지급수수료,706711
512,2021-02-06,기타비용,200444
513,2021-04-19,금융비용,161420
514,2021-06-28,기타수익,992776
515,2021-03-02,금융수익,199050
516,2021-04-01,판매비와관리비,371648
517,2021-09-12,지급수수료,35476
518,2021-05-22,기타비용,827940
519,2021-08-13,금융비용,533214
520,2021-05-03,기타수익,683085
521,2021-09-06,금융수익,242252
522,2021-12-26,판매비와관리비,261940
523,2021-07-12,지급수수료,361867
524,2021-01-21,기타비용,719875
525,2021-04-07,금융비용,962082
526,2021-09-15,기타수익,186864
527,2021-07-04,금융수익,867308
528,2021-04-02,판매비와관리비,739542
529,2021-11-21,지급수수료,239212
530,2021-07-10,기타비용,818949
531,2021-11-05,금융비용,451542
532,2021-09-18,기타수익,913817
533,2021-04-05,금융수익,352213
534,2021-12-07,판매비와관리비,905068
535,2021-06-18,지급수수료,945423
536,2021-05-11,기타비용,60575
537,2021-04-12,금융비용,272564
538,2021-11-19,기타수익,347242
539,2021-04-06,금융수익,822743
540,2021-06-13,판매비와관리비,912029
541,2021-09-22,지급수수료,905391
542,2021-03-24,기타비용,263983
543,2021-11-13,금융비용,409681
544,2021-01-25,기타수익,770198
545,2021-12-01,금융수익,659265
546,2021-10-16,판매비와관리비,104160
547,2021-02-19,지급수수료,221645
548,2021-04-25,기타비용,978526
549,2021-06-12,금융비용,163723
550,2021-12-03,기타수익,522543
551,2021-08-14,금융수익,30771
552,2021-08-20,판매비와관리비,59147
553,2021-11-19,지급수수료,727253
554,2021-08-17,기타비용,76371
555,2021-09-01,금융비용,218977
556,2021-01-07,기타수익,358095
557,2021-04-23,금융수익,71508
558,2021-10-08,판매비와관리비,252912
559,2021-11-13,지급수수료,838259
560,2021-03-19,기타비용,808927
561,2021-12-05,금융비용,625609
562,2021-07-22,기타수익,944273
563,2021-05-03,금융수익,374330
564,2021-09-09,판매비와관리비,168709
565,2021-10-24,지급수수료,280483
566,2021-11-14,기타비용,711123
567,2021-02-09,금융비용,151413
568,2021-07-22,기타수익,286353
569,2021-09-08,금융수익,812903
570,2021-11-16,판매비와관리비,821334
571,2021-08-09,지급수수료,47419
572,2021-03-17,기타비용,14370
573,2021-12-08,금융비용,18964
574,2021-04-06,기타수익,350443
575,2021-01-11,금융수익,642885
576,2021-05-27,판매비와관리비,637065
577,2021-01-20,지급수수료,298598
578,2021-04-04,기타비용,517938
579,2021-04-25,금융비용,303122
580,2021-08-21,기타수익,216801
581,2021-04-28,금융수익,653431
582,2021-03-10,판매비와관리비,153687
583,2021-10-17,지급수수료,911141
584,2021-05-10,기타비용,565875
585,2021-02-27,금융비용,770683
586,2021-02-25,기타수익,958212
587,2021-09-08,금융수익,567617
588,2021-03-09,판매비와관리비,405864
589,2021-07-02,지급수수료,154233
590,2021-04-23,기타비용,223563
591,2021-08-24,금융비용,831358
592,2021-07-26,기타수익,328189
593,2021-04-10,금융수익,338890
594,2021-04-26,판매비와관리비,901799
595,2021-05-19,지급수수료,251693
596,2021-05-04,기타비용,55767
597,2021-07-11,금융비용,444711
598,2021-08-10,기타수익,601015
599,2021-04-14,금융수익,175110
