,date,category,price
171,2021-01-06,매출액,2663626
172,2021-01-06,매출원가,2183300
173,2021-01-06,매출총이익,480326
174,2021-01-06,매출액,2014061
175,2021-01-06,매출원가,1650870
176,2021-01-06,매출총이익,363191
177,2021-01-06,매출액,2566880
178,2021-01-06,매출원가,2104000
179,2021-01-06,매출총이익,462880
180,2021-01-07,매출액,1375062
181,2021-01-07,매출원가,1127100
182,2021-01-07,매출총이익,247962
183,2021-01-07,매출액,1627724
184,2021-01-07,매출원가,1334200
185,2021-01-07,매출총이익,293524
186,2021-01-07,매출액,685918
187,2021-01-07,매출원가,562228
188,2021-01-07,매출총이익,123690
189,2021-01-07,매출액,1348832
190,2021-01-07,매출원가,1105600
191,2021-01-07,매출총이익,243232
192,2021-01-07,매출액,1802635
193,2021-01-07,매출원가,1477570
194,2021-01-07,매출총이익,325065
195,2021-01-07,매출액,2382660
196,2021-01-07,매출원가,1953000
197,2021-01-07,매출총이익,429660
198,2021-01-07,매출액,1615280
199,2021-01-07,매출원가,1324000
200,2021-01-07,매출총이익,291280
201,2021-01-07,매출액,2220400
202,2021-01-07,매출원가,1820000
203,2021-01-07,매출총이익,400400
204,2021-01-07,매출액,2002229
205,2021-01-07,매출원가,1641172
206,2021-01-07,매출총이익,361057
207,2021-01-07,매출액,2549678
208,2021-01-07,매출원가,2089900
209,2021-01-07,매출총이익,459778
210,2021-01-08,매출액,2336544
211,2021-01-08,매출원가,1915200
212,2021-01-08,매출총이익,421344
213,2021-01-08,매출액,2962160
214,2021-01-08,매출원가,2428000
215,2021-01-08,매출총이익,534160
216,2021-01-08,매출액,2426580
217,2021-01-08,매출원가,1989000
218,2021-01-08,매출총이익,437580
219,2021-01-08,매출액,3465400
220,2021-01-08,매출원가,2840492
221,2021-01-08,매출총이익,624908
222,2021-01-08,매출액,3553215
223,2021-01-08,매출원가,2912472
224,2021-01-08,매출총이익,640743
225,2021-01-08,매출액,3164375
226,2021-01-08,매출원가,2593750
227,2021-01-08,매출총이익,570625
228,2021-01-08,매출액,4144584
229,2021-01-08,매출원가,3397200
230,2021-01-08,매출총이익,747384
231,2021-01-08,매출액,2388028
232,2021-01-08,매출원가,1957400
233,2021-01-08,매출총이익,430628
234,2021-01-08,매출액,2304633
235,2021-01-08,매출원가,1889044
236,2021-01-08,매출총이익,415589
237,2021-01-08,매출액,2280851
238,2021-01-08,매출원가,1869550
239,2021-01-08,매출총이익,411301
240,2021-01-09,매출액,4468250
241,2021-01-09,매출원가,3662500
242,2021-01-09,매출총이익,805750
243,2021-01-09,매출액,2776954
244,2021-01-09,매출원가,2276192
245,2021-01-09,매출총이익,500762
246,2021-01-09,매출액,2454142
247,2021-01-09,매출원가,2011592
248,2021-01-09,매출총이익,442550
249,2021-01-09,매출액,3105266
250,2021-01-09,매출원가,2545300
251,2021-01-09,매출총이익,559966
252,2021-01-09,매출액,485491
253,2021-01-09,매출원가,397944
254,2021-01-09,매출총이익,87547
255,2021-01-09,매출액,4392122
256,2021-01-09,매출원가,3600100
257,2021-01-09,매출총이익,792022
258,2021-01-09,매출액,2562451
259,2021-01-09,매출원가,2100370
260,2021-01-09,매출총이익,462081
261,2021-01-09,매출액,2674240
262,2021-01-09,매출원가,2192000
263,2021-01-09,매출총이익,482240
264,2021-01-09,매출액,1847005
265,2021-01-09,매출원가,1513939
266,2021-01-09,매출총이익,333066
267,2021-01-09,매출액,4895860
268,2021-01-09,매출원가,4013000
269,2021-01-09,매출총이익,882860
270,2021-01-10,매출액,3963892
271,2021-01-10,매출원가,3249092
272,2021-01-10,매출총이익,714800
273,2021-01-10,매출액,1878226
274,2021-01-10,매출원가,1539530
275,2021-01-10,매출총이익,338696
276,2021-01-10,매출액,3929376
277,2021-01-10,매출원가,3220800
278,2021-01-10,매출총이익,708576
279,2021-01-10,매출액,2130320
280,2021-01-10,매출원가,1746164
281,2021-01-10,매출총이익,384156
282,2021-01-10,매출액,639449
283,2021-01-10,매출원가,524139
284,2021-01-10,매출총이익,115310
285,2021-01-10,매출액,3274846
286,2021-01-10,매출원가,2684300
287,2021-01-10,매출총이익,590546
288,2021-01-10,매출액,2440000
289,2021-01-10,매출원가,2000000
290,2021-01-10,매출총이익,440000
291,2021-01-10,매출액,2186069
292,2021-01-10,매출원가,1791860
293,2021-01-10,매출총이익,394209
294,2021-01-10,매출액,1426736
295,2021-01-10,매출원가,1169456
296,2021-01-10,매출총이익,257280
297,2021-01-10,매출액,979672
298,2021-01-10,매출원가,803010
299,2021-01-10,매출총이익,176662
300,2021-01-11,매출액,1232846
301,2021-01-11,매출원가,1010530
302,2021-01-11,매출총이익,222316
303,2021-01-11,매출액,1540799
304,2021-01-11,매출원가,1262950
305,2021-01-11,매출총이익,277849
306,2021-01-11,매출액,1805190
307,2021-01-11,매출원가,1479664
308,2021-01-11,매출총이익,325526
309,2021-01-11,매출액,1937116
310,2021-01-11,매출원가,1587800
311,2021-01-11,매출총이익,349316
312,2021-01-11,매출액,1514576
313,2021-01-11,매출원가,1241456
314,2021-01-11,매출총이익,273120
315,2021-01-11,매출액,1192598
316,2021-01-11,매출원가,977540
317,2021-01-11,매출총이익,215058
318,2021-01-11,매출액,3057869
319,2021-01-11,매출원가,2506450
320,2021-01-11,매출총이익,551419
321,2021-01-11,매출액,2592256
322,2021-01-11,매출원가,2124800
323,2021-01-11,매출총이익,467456
324,2021-01-11,매출액,2763646
325,2021-01-11,매출원가,2265284
326,2021-01-11,매출총이익,498362
327,2021-01-11,매출액,1404464
328,2021-01-11,매출원가,1151200
329,2021-01-11,매출총이익,253264
330,2021-01-12,매출액,2672471
331,2021-01-12,매출원가,2190550
332,2021-01-12,매출총이익,481921
333,2021-01-12,매출액,1492716
334,2021-01-12,매출원가,1223538
335,2021-01-12,매출총이익,269178
336,2021-01-12,매출액,2486360
337,2021-01-12,매출원가,2038000
338,2021-01-12,매출총이익,448360
339,2021-01-12,매출액,2525339
340,2021-01-12,매출원가,2069950
341,2021-01-12,매출총이익,455389
342,2021-01-12,매출액,3022286
343,2021-01-12,매출원가,2477284
344,2021-01-12,매출총이익,545002
345,2021-01-12,매출액,1700070
346,2021-01-12,매출원가,1393500
347,2021-01-12,매출총이익,306570
348,2021-01-12,매출액,3829580
349,2021-01-12,매출원가,3139000
350,2021-01-12,매출총이익,690580
351,2021-01-12,매출액,2733788
352,2021-01-12,매출원가,2240810
353,2021-01-12,매출총이익,492978
354,2021-01-12,매출액,3271576
355,2021-01-12,매출원가,2681620
356,2021-01-12,매출총이익,589956
357,2021-01-12,매출액,1874286
358,2021-01-12,매출원가,1536300
359,2021-01-12,매출총이익,337986
360,2021-01-13,매출액,2199462
361,2021-01-13,매출원가,1802838
362,2021-01-13,매출총이익,396624
363,2021-01-13,매출액,1764154
364,2021-01-13,매출원가,1446028
365,2021-01-13,매출총이익,318126
366,2021-01-13,매출액,4147451
367,2021-01-13,매출원가,3399550
368,2021-01-13,매출총이익,747901
369,2021-01-13,매출액,1822558
370,2021-01-13,매출원가,1493900
371,2021-01-13,매출총이익,328658
372,2021-01-13,매출액,3080402
373,2021-01-13,매출원가,2524920
374,2021-01-13,매출총이익,555482
375,2021-01-13,매출액,2278086
376,2021-01-13,매출원가,1867284
377,2021-01-13,매출총이익,410802
378,2021-01-13,매출액,1780102
379,2021-01-13,매출원가,1459100
380,2021-01-13,매출총이익,321002
381,2021-01-13,매출액,2231502
382,2021-01-13,매출원가,1829100
383,2021-01-13,매출총이익,402402
384,2021-01-13,매출액,2168184
385,2021-01-13,매출원가,1777200
386,2021-01-13,매출총이익,390984
387,2021-01-13,매출액,2483920
388,2021-01-13,매출원가,2036000
389,2021-01-13,매출총이익,447920
390,2021-01-14,매출액,1985096
391,2021-01-14,매출원가,1627128
392,2021-01-14,매출총이익,357968
393,2021-01-14,매출액,1860256
394,2021-01-14,매출원가,1524800
395,2021-01-14,매출총이익,335456
396,2021-01-14,매출액,2106818
397,2021-01-14,매출원가,1726900
398,2021-01-14,매출총이익,379918
399,2021-01-14,매출액,1297836
400,2021-01-14,매출원가,1063800
401,2021-01-14,매출총이익,234036
402,2021-01-14,매출액,1246309
403,2021-01-14,매출원가,1021565
404,2021-01-14,매출총이익,224744
405,2021-01-14,매출액,1846621
406,2021-01-14,매출원가,1513624
407,2021-01-14,매출총이익,332997
408,2021-01-14,매출액,1513776
409,2021-01-14,매출원가,1240800
410,2021-01-14,매출총이익,272976
411,2021-01-14,매출액,2302750
412,2021-01-14,매출원가,1887500
413,2021-01-14,매출총이익,415250
414,2021-01-14,매출액,2685220
415,2021-01-14,매출원가,2201000
416,2021-01-14,매출총이익,484220
417,2021-01-14,매출액,3156008
418,2021-01-14,매출원가,2586892
419,2021-01-14,매출총이익,569116
420,2021-01-15,매출액,2168550
421,2021-01-15,매출원가,1777500
422,2021-01-15,매출총이익,391050
423,2021-01-15,매출액,2914448
424,2021-01-15,매출원가,2388892
425,2021-01-15,매출총이익,525556
426,2021-01-15,매출액,1599298
427,2021-01-15,매출원가,1310900
428,2021-01-15,매출총이익,288398
429,2021-01-15,매출액,2886898
430,2021-01-15,매출원가,2366310
431,2021-01-15,매출총이익,520588
432,2021-01-15,매출액,2649022
433,2021-01-15,매출원가,2171330
434,2021-01-15,매출총이익,477692
435,2021-01-15,매출액,2973257
436,2021-01-15,매출원가,2437096
437,2021-01-15,매출총이익,536161
438,2021-01-15,매출액,2878092
439,2021-01-15,매출원가,2359092
440,2021-01-15,매출총이익,519000
441,2021-01-15,매출액,2539796
442,2021-01-15,매출원가,2081800
443,2021-01-15,매출총이익,457996
444,2021-01-15,매출액,1785592
445,2021-01-15,매출원가,1463600
446,2021-01-15,매출총이익,321992
447,2021-01-15,매출액,1938601
448,2021-01-15,매출원가,1589018
449,2021-01-15,매출총이익,349583
450,2021-01-16,매출액,1651260
451,2021-01-16,매출원가,1353492
452,2021-01-16,매출총이익,297768
453,2021-01-16,매출액,853512
454,2021-01-16,매출원가,699600
455,2021-01-16,매출총이익,153912
456,2021-01-16,매출액,2120006
457,2021-01-16,매출원가,1737710
458,2021-01-16,매출총이익,382296
459,2021-01-16,매출액,941230
460,2021-01-16,매출원가,771500
461,2021-01-16,매출총이익,169730
462,2021-01-16,매출액,2866756
463,2021-01-16,매출원가,2349800
464,2021-01-16,매출총이익,516956
465,2021-01-16,매출액,500279
466,2021-01-16,매출원가,410065
467,2021-01-16,매출총이익,90214
468,2021-01-16,매출액,2855805
469,2021-01-16,매출원가,2340824
470,2021-01-16,매출총이익,514981
471,2021-01-16,매출액,1499680
472,2021-01-16,매출원가,1229246
473,2021-01-16,매출총이익,270434
474,2021-01-16,매출액,3560765
475,2021-01-16,매출원가,2918660
476,2021-01-16,매출총이익,642105
477,2021-01-16,매출액,2340143
478,2021-01-16,매출원가,1918150
479,2021-01-16,매출총이익,421993
480,2021-01-17,매출액,3451990
481,2021-01-17,매출원가,2829500
482,2021-01-17,매출총이익,622490
483,2021-01-17,매출액,1822677
484,2021-01-17,매출원가,1493998
485,2021-01-17,매출총이익,328679
486,2021-01-17,매출액,2491728
487,2021-01-17,매출원가,2042400
488,2021-01-17,매출총이익,449328
489,2021-01-17,매출액,2263934
490,2021-01-17,매출원가,1855684
491,2021-01-17,매출총이익,408250
492,2021-01-17,매출액,1709220
493,2021-01-17,매출원가,1401000
494,2021-01-17,매출총이익,308220
495,2021-01-17,매출액,2895804
496,2021-01-17,매출원가,2373610
497,2021-01-17,매출총이익,522194
498,2021-01-17,매출액,946134
499,2021-01-17,매출원가,775520
500,2021-01-17,매출총이익,170614
501,2021-01-17,매출액,1928841
502,2021-01-17,매출원가,1581018
503,2021-01-17,매출총이익,347823
504,2021-01-17,매출액,2009584
505,2021-01-17,매출원가,1647200
506,2021-01-17,매출총이익,362384
507,2021-01-17,매출액,2035118
508,2021-01-17,매출원가,1668130
509,2021-01-17,매출총이익,366988
510,2021-01-18,매출액,487387
511,2021-01-18,매출원가,399498
512,2021-01-18,매출총이익,87889
513,2021-01-18,매출액,3728076
514,2021-01-18,매출원가,3055800
515,2021-01-18,매출총이익,672276
516,2021-01-18,매출액,784562
517,2021-01-18,매출원가,643084
518,2021-01-18,매출총이익,141478
519,2021-01-18,매출액,2361331
520,2021-01-18,매출원가,1935518
521,2021-01-18,매출총이익,425813
522,2021-01-18,매출액,2598002
523,2021-01-18,매출원가,2129510
524,2021-01-18,매출총이익,468492
525,2021-01-18,매출액,1744037
526,2021-01-18,매출원가,1429539
527,2021-01-18,매출총이익,314498
528,2021-01-18,매출액,1547850
529,2021-01-18,매출원가,1268730
530,2021-01-18,매출총이익,279120
531,2021-01-18,매출액,3497886
532,2021-01-18,매출원가,2867120
533,2021-01-18,매출총이익,630766
534,2021-01-18,매출액,3363430
535,2021-01-18,매출원가,2756910
536,2021-01-18,매출총이익,606520
537,2021-01-18,매출액,2425062
538,2021-01-18,매출원가,1987756
539,2021-01-18,매출총이익,437306
540,2021-01-19,매출액,2086688
541,2021-01-19,매출원가,1710400
542,2021-01-19,매출총이익,376288
543,2021-01-19,매출액,4883355
544,2021-01-19,매출원가,4002750
545,2021-01-19,매출총이익,880605
546,2021-01-19,매출액,689565
547,2021-01-19,매출원가,565218
548,2021-01-19,매출총이익,124347
549,2021-01-19,매출액,3033371
550,2021-01-19,매출원가,2486370
551,2021-01-19,매출총이익,547001
552,2021-01-19,매출액,909612
553,2021-01-19,매출원가,745584
554,2021-01-19,매출총이익,164028
555,2021-01-19,매출액,3181306
556,2021-01-19,매출원가,2607628
557,2021-01-19,매출총이익,573678
558,2021-01-19,매출액,2061031
559,2021-01-19,매출원가,1689370
560,2021-01-19,매출총이익,371661
561,2021-01-19,매출액,2125586
562,2021-01-19,매출원가,1742284
563,2021-01-19,매출총이익,383302
564,2021-01-19,매출액,2883836
565,2021-01-19,매출원가,2363800
566,2021-01-19,매출총이익,520036
567,2021-01-19,매출액,2649596
568,2021-01-19,매출원가,2171800
569,2021-01-19,매출총이익,477796
570,2021-01-20,매출액,2717489
571,2021-01-20,매출원가,2227450
572,2021-01-20,매출총이익,490039
573,2021-01-20,매출액,2631296
574,2021-01-20,매출원가,2156800
575,2021-01-20,매출총이익,474496
576,2021-01-20,매출액,1182387
577,2021-01-20,매출원가,969170
578,2021-01-20,매출총이익,213217
579,2021-01-20,매출액,1651837
580,2021-01-20,매출원가,1353965
581,2021-01-20,매출총이익,297872
582,2021-01-20,매출액,1590499
583,2021-01-20,매출원가,1303688
584,2021-01-20,매출총이익,286811
585,2021-01-20,매출액,1641312
586,2021-01-20,매출원가,1345338
587,2021-01-20,매출총이익,295974
588,2021-01-20,매출액,2623000
589,2021-01-20,매출원가,2150000
590,2021-01-20,매출총이익,473000
591,2021-01-20,매출액,1366468
592,2021-01-20,매출원가,1120056
593,2021-01-20,매출총이익,246412
594,2021-01-20,매출액,2165744
595,2021-01-20,매출원가,1775200
596,2021-01-20,매출총이익,390544
597,2021-01-20,매출액,1291515
598,2021-01-20,매출원가,1058619
599,2021-01-20,매출총이익,232896
600,2021-01-21,매출액,3044754
601,2021-01-21,매출원가,2495700
602,2021-01-21,매출총이익,549054
603,2021-01-21,매출액,1475468
604,2021-01-21,매출원가,1209400
605,2021-01-21,매출총이익,266068
606,2021-01-21,매출액,2891357
607,2021-01-21,매출원가,2369965
608,2021-01-21,매출총이익,521392
609,2021-01-21,매출액,2026283
610,2021-01-21,매출원가,1660888
611,2021-01-21,매출총이익,365395
612,2021-01-21,매출액,1177469
613,2021-01-21,매출원가,965139
614,2021-01-21,매출총이익,212330
615,2021-01-21,매출액,1714002
616,2021-01-21,매출원가,1404920
617,2021-01-21,매출총이익,309082
618,2021-01-21,매출액,2350630
619,2021-01-21,매출원가,1926746
620,2021-01-21,매출총이익,423884
621,2021-01-21,매출액,4273050
622,2021-01-21,매출원가,3502500
623,2021-01-21,매출총이익,770550
624,2021-01-21,매출액,3443084
625,2021-01-21,매출원가,2822200
626,2021-01-21,매출총이익,620884
627,2021-01-21,매출액,3991352
628,2021-01-21,매출원가,3271600
629,2021-01-21,매출총이익,719752
630,2021-01-22,매출액,1944436
631,2021-01-22,매출원가,1593800
632,2021-01-22,매출총이익,350636
633,2021-01-22,매출액,2700238
634,2021-01-22,매출원가,2213310
635,2021-01-22,매출총이익,486928
636,2021-01-22,매출액,2183419
637,2021-01-22,매출원가,1789688
638,2021-01-22,매출총이익,393731
639,2021-01-22,매출액,1563095
640,2021-01-22,매출원가,1281226
641,2021-01-22,매출총이익,281869
642,2021-01-22,매출액,912035
643,2021-01-22,매출원가,747570
644,2021-01-22,매출총이익,164465
645,2021-01-22,매출액,3156008
646,2021-01-22,매출원가,2586892
647,2021-01-22,매출총이익,569116
648,2021-01-22,매출액,3139182
649,2021-01-22,매출원가,2573100
650,2021-01-22,매출총이익,566082
651,2021-01-22,매출액,1994967
652,2021-01-22,매출원가,1635219
653,2021-01-22,매출총이익,359748
654,2021-01-22,매출액,2943085
655,2021-01-22,매출원가,2412365
656,2021-01-22,매출총이익,530720
657,2021-01-22,매출액,707922
658,2021-01-22,매출원가,580264
659,2021-01-22,매출총이익,127658
660,2021-01-23,매출액,2364006
661,2021-01-23,매출원가,1937710
662,2021-01-23,매출총이익,426296
663,2021-01-23,매출액,2795630
664,2021-01-23,매출원가,2291500
665,2021-01-23,매출총이익,504130
666,2021-01-23,매출액,1984239
667,2021-01-23,매출원가,1626426
668,2021-01-23,매출총이익,357813
669,2021-01-23,매출액,1831149
670,2021-01-23,매출원가,1500942
671,2021-01-23,매출총이익,330207
672,2021-01-23,매출액,4351618
673,2021-01-23,매출원가,3566900
674,2021-01-23,매출총이익,784718
675,2021-01-23,매출액,1574407
676,2021-01-23,매출원가,1290498
677,2021-01-23,매출총이익,283909
678,2021-01-23,매출액,2266960
679,2021-01-23,매출원가,1858164
680,2021-01-23,매출총이익,408796
681,2021-01-23,매출액,2064240
682,2021-01-23,매출원가,1692000
683,2021-01-23,매출총이익,372240
684,2021-01-23,매출액,1140980
685,2021-01-23,매출원가,935230
686,2021-01-23,매출총이익,205750
687,2021-01-23,매출액,2818200
688,2021-01-23,매출원가,2310000
689,2021-01-23,매출총이익,508200
690,2021-01-24,매출액,3461140
691,2021-01-24,매출원가,2837000
692,2021-01-24,매출총이익,624140
693,2021-01-24,매출액,1152514
694,2021-01-24,매출원가,944684
695,2021-01-24,매출총이익,207830
696,2021-01-24,매출액,1672549
697,2021-01-24,매출원가,1370942
698,2021-01-24,매출총이익,301607
699,2021-01-24,매출액,2257346
700,2021-01-24,매출원가,1850284
701,2021-01-24,매출총이익,407062
702,2021-01-24,매출액,1301959
703,2021-01-24,매출원가,1067180
704,2021-01-24,매출총이익,234779
705,2021-01-24,매출액,2384734
706,2021-01-24,매출원가,1954700
707,2021-01-24,매출총이익,430034
708,2021-01-24,매출액,1863184
709,2021-01-24,매출원가,1527200
710,2021-01-24,매출총이익,335984
711,2021-01-24,매출액,3440314
712,2021-01-24,매출원가,2819930
713,2021-01-24,매출총이익,620384
714,2021-01-24,매출액,1778869
715,2021-01-24,매출원가,1458090
716,2021-01-24,매출총이익,320779
717,2021-01-24,매출액,2962099
718,2021-01-24,매출원가,2427950
719,2021-01-24,매출총이익,534149
720,2021-01-25,매출액,1078704
721,2021-01-25,매출원가,884184
722,2021-01-25,매출총이익,194520
723,2021-01-25,매출액,1790013
724,2021-01-25,매출원가,1467224
725,2021-01-25,매출총이익,322789
726,2021-01-25,매출액,2009076
727,2021-01-25,매출원가,1646784
728,2021-01-25,매출총이익,362292
729,2021-01-25,매출액,1516850
730,2021-01-25,매출원가,1243320
731,2021-01-25,매출총이익,273530
732,2021-01-25,매출액,1652002
733,2021-01-25,매출원가,1354100
734,2021-01-25,매출총이익,297902
735,2021-01-25,매출액,3295830
736,2021-01-25,매출원가,2701500
737,2021-01-25,매출총이익,594330
738,2021-01-25,매출액,2315401
739,2021-01-25,매출원가,1897870
740,2021-01-25,매출총이익,417531
741,2021-01-25,매출액,1439112
742,2021-01-25,매출원가,1179600
743,2021-01-25,매출총이익,259512
744,2021-01-25,매출액,2287002
745,2021-01-25,매출원가,1874592
746,2021-01-25,매출총이익,412410
747,2021-01-25,매출액,4886466
748,2021-01-25,매출원가,4005300
749,2021-01-25,매출총이익,881166
750,2021-01-26,매출액,1758171
751,2021-01-26,매출원가,1441124
752,2021-01-26,매출총이익,317047
753,2021-01-26,매출액,3347521
754,2021-01-26,매출원가,2743870
755,2021-01-26,매출총이익,603651
756,2021-01-26,매출액,2418796
757,2021-01-26,매출원가,1982620
758,2021-01-26,매출총이익,436176
759,2021-01-26,매출액,3461862
760,2021-01-26,매출원가,2837592
761,2021-01-26,매출총이익,624270
762,2021-01-26,매출액,2634468
763,2021-01-26,매출원가,2159400
764,2021-01-26,매출총이익,475068
765,2021-01-26,매출액,3326793
766,2021-01-26,매출원가,2726880
767,2021-01-26,매출총이익,599913
768,2021-01-26,매출액,3748206
769,2021-01-26,매출원가,3072300
770,2021-01-26,매출총이익,675906
771,2021-01-26,매출액,1731887
772,2021-01-26,매출원가,1419580
773,2021-01-26,매출총이익,312307
774,2021-01-26,매출액,841973
775,2021-01-26,매출원가,690142
776,2021-01-26,매출총이익,151831
777,2021-01-26,매출액,1510482
778,2021-01-26,매출원가,1238100
779,2021-01-26,매출총이익,272382
780,2021-01-27,매출액,2297955
781,2021-01-27,매출원가,1883570
782,2021-01-27,매출총이익,414385
783,2021-01-27,매출액,481857
784,2021-01-27,매출원가,394965
785,2021-01-27,매출총이익,86892
786,2021-01-27,매출액,3041694
787,2021-01-27,매출원가,2493192
788,2021-01-27,매출총이익,548502
789,2021-01-27,매출액,870994
790,2021-01-27,매출원가,713930
791,2021-01-27,매출총이익,157064
792,2021-01-27,매출액,4951570
793,2021-01-27,매출원가,4058664
