,date,category,price
197,2021-06-04,금융수익,97031
198,2021-07-01,판매비와관리비,174006
199,2021-12-16,지급수수료,169244
200,2021-02-24,기타비용,41728
201,2021-05-12,금융비용,152675
202,2021-08-13,기타수익,247045
203,2021-05-12,금융수익,476762
204,2021-03-21,판매비와관리비,491641
205,2021-12-24,지급수수료,299272
206,2021-07-17,기타비용,247850
207,2021-07-19,금융비용,314790
208,2021-06-01,기타수익,378496
209,2021-06-21,금융수익,199602
210,2021-02-13,판매비와관리비,32325
211,2021-02-22,지급수수료,88967
212,2021-05-18,기타비용,443576
213,2021-08-15,금융비용,35265
214,2021-03-16,기타수익,359791
215,2021-12-17,금융수익,499114
216,2021-06-24,판매비와관리비,283755
217,2021-03-15,지급수수료,466551
218,2021-06-16,기타비용,266366
219,2021-01-02,금융비용,393821
220,2021-12-06,기타수익,84910
221,2021-02-20,금융수익,115887
222,2021-09-23,판매비와관리비,129824
223,2021-03-27,지급수수료,347252
224,2021-09-27,기타비용,50973
225,2021-09-23,금융비용,56351
226,2021-01-21,기타수익,62399
227,2021-04-20,금융수익,192814
228,2021-07-18,판매비와관리비,190131
229,2021-07-21,지급수수료,181602
230,2021-06-09,기타비용,89133
231,2021-03-08,금융비용,478723
232,2021-11-26,기타수익,114759
233,2021-09-06,금융수익,342480
234,2021-10-16,판매비와관리비,412640
235,2021-01-02,지급수수료,346043
236,2021-01-07,기타비용,319260
237,2021-08-21,금융비용,293336
238,2021-04-06,기타수익,247814
239,2021-06-07,금융수익,384181
240,2021-08-24,판매비와관리비,489132
241,2021-11-02,지급수수료,499020
242,2021-08-11,기타비용,401954
243,2021-04-21,금융비용,161911
244,2021-03-03,기타수익,381203
245,2021-01-28,금융수익,434728
246,2021-05-09,판매비와관리비,51326
247,2021-04-17,지급수수료,43367
248,2021-09-13,기타비용,339995
249,2021-07-12,금융비용,154635
250,2021-01-10,기타수익,202218
251,2021-01-24,금융수익,14541
252,2021-11-03,판매비와관리비,257211
253,2021-09-03,지급수수료,328586
254,2021-09-11,기타비용,15286
255,2021-06-26,금융비용,172658
256,2021-11-27,기타수익,36428
257,2021-02-12,금융수익,406395
258,2021-11-25,판매비와관리비,163060
259,2021-05-11,지급수수료,110946
260,2021-09-21,기타비용,440160
261,2021-05-08,금융비용,486671
262,2021-08-04,기타수익,289803
263,2021-10-17,금융수익,315404
264,2021-07-24,판매비와관리비,340588
265,2021-07-04,지급수수료,107027
266,2021-02-25,기타비용,305660
267,2021-04-06,금융비용,188908
268,2021-08-15,기타수익,183609
269,2021-07-12,금융수익,219910
270,2021-01-20,판매비와관리비,25611
271,2021-05-03,지급수수료,126590
272,2021-05-12,기타비용,317244
273,2021-02-19,금융비용,478369
274,2021-11-09,기타수익,184227
275,2021-04-10,금융수익,395082
276,2021-02-07,판매비와관리비,435678
277,2021-02-07,지급수수료,403482
278,2021-11-14,기타비용,378530
279,2021-12-26,금융비용,149035
280,2021-12-06,기타수익,214578
281,2021-12-10,금융수익,221621
282,2021-06-08,판매비와관리비,398527
283,2021-08-20,지급수수료,201440
284,2021-11-02,기타비용,27459
285,2021-10-05,금융비용,260319
286,2021-06-09,기타수익,328717
287,2021-10-24,금융수익,347820
288,2021-09-04,판매비와관리비,116133
289,2021-01-11,지급수수료,199932
290,2021-06-27,기타비용,426475
291,2021-09-03,금융비용,86080
292,2021-04-18,기타수익,27860
293,2021-08-26,금융수익,460699
294,2021-08-22,판매비와관리비,158741
295,2021-03-06,지급수수료,454101
296,2021-01-13,기타비용,92025
297,2021-01-08,금융비용,79280
298,2021-01-21,기타수익,148136
299,2021-07-22,금융수익,383021
300,2021-05-10,판매비와관리비,386087
301,2021-01-07,지급수수료,153310
302,2021-02-14,기타비용,18675
303,2021-05-07,금융비용,175951
304,2021-09-11,기타수익,459764
305,2021-12-07,금융수익,163636
306,2021-01-23,판매비와관리비,422162
307,2021-07-23,지급수수료,349103
308,2021-07-09,기타비용,318594
309,2021-06-10,금융비용,103205
310,2021-11-17,기타수익,496556
311,2021-09-20,금융수익,465549
312,2021-11-08,판매비와관리비,244633
313,2021-09-01,지급수수료,130391
314,2021-05-07,기타비용,394779
315,2021-12-16,금융비용,334925
316,2021-07-06,기타수익,400133
317,2021-12-18,금융수익,217145
318,2021-12-27,판매비와관리비,26159
319,2021-03-18,지급수수료,377568
320,2021-05-02,기타비용,416746
321,2021-07-24,금융비용,246767
322,2021-11-15,기타수익,427082
323,2021-08-26,금융수익,433333
324,2021-05-07,판매비와관리비,92111
325,2021-09-28,지급수수료,475010
326,2021-10-18,기타비용,278703
327,2021-10-27,금융비용,14621
328,2021-03-16,기타수익,356250
329,2021-05-26,금융수익,334169
330,2021-12-08,판매비와관리비,244180
331,2021-11-25,지급수수료,226681
332,2021-05-11,기타비용,329340
333,2021-10-04,금융비용,340195
334,2021-03-03,기타수익,356171
335,2021-06-07,금융수익,339783
336,2021-08-28,판매비와관리비,218580
337,2021-11-07,지급수수료,199023
338,2021-08-05,기타비용,92363
339,2021-02-13,금융비용,433845
340,2021-04-27,기타수익,405170
341,2021-12-20,금융수익,178280
342,2021-03-14,판매비와관리비,455322
343,2021-06-04,지급수수료,14558
344,2021-03-23,기타비용,212624
345,2021-01-26,금융비용,89043
346,2021-09-17,기타수익,315670
347,2021-06-10,금융수익,402279
348,2021-10-10,판매비와관리비,246373
349,2021-02-16,지급수수료,464068
350,2021-10-09,기타비용,137513
351,2021-01-01,금융비용,201703
352,2021-07-12,기타수익,491409
353,2021-06-07,금융수익,268081
354,2021-03-28,판매비와관리비,480317
355,2021-08-20,지급수수료,427319
356,2021-02-13,기타비용,97176
357,2021-06-26,금융비용,425841
358,2021-01-01,기타수익,142317
359,2021-07-07,금융수익,47162
360,2021-02-01,판매비와관리비,254520
361,2021-02-09,지급수수료,493497
362,2021-11-24,기타비용,433175
363,2021-01-03,금융비용,441204
364,2021-05-09,기타수익,187725
365,2021-05-16,금융수익,79948
366,2021-09-14,판매비와관리비,352598
367,2021-03-06,지급수수료,169909
368,2021-01-16,기타비용,388184
369,2021-06-13,금융비용,363458
370,2021-10-04,기타수익,400629
371,2021-12-07,금융수익,114503
372,2021-01-01,판매비와관리비,80311
373,2021-06-01,지급수수료,399131
374,2021-09-23,기타비용,402522
375,2021-08-09,금융비용,109656
376,2021-08-01,기타수익,221210
377,2021-07-11,금융수익,254577
378,2021-02-12,판매비와관리비,313569
379,2021-02-23,지급수수료,456556
380,2021-03-12,기타비용,114465
381,2021-07-11,금융비용,264568
382,2021-03-04,기타수익,194128
383,2021-08-05,금융수익,450874
384,2021-03-12,판매비와관리비,167175
385,2021-07-24,지급수수료,65369
386,2021-05-17,기타비용,452249
387,2021-05-02,금융비용,319411
388,2021-09-07,기타수익,34264
389,2021-11-17,금융수익,442028
390,2021-07-05,판매비와관리비,147220
391,2021-06-22,지급수수료,452755
392,2021-02-21,기타비용,238262
393,2021-04-24,금융비용,67461
394,2021-05-12,기타수익,300377
395,2021-04-02,금융수익,239476
396,2021-09-15,판매비와관리비,218070
397,2021-07-04,지급수수료,384073
398,2021-06-24,기타비용,441321
399,2021-11-26,금융비용,86099
400,2021-09-10,기타수익,240852
401,2021-11-06,금융수익,71109
402,2021-02-24,판매비와관리비,354333
403,2021-04-16,지급수수료,387620
404,2021-06-07,기타비용,474753
405,2021-09-17,금융비용,157951
406,2021-10-15,기타수익,474790
407,2021-11-13,금융수익,105917
408,2021-09-09,판매비와관리비,311574
409,2021-06-21,지급수수료,395031
410,2021-09-02,기타비용,101454
411,2021-08-04,금융비용,110708
412,2021-05-27,기타수익,259653
413,2021-10-18,금융수익,101547
414,2021-03-05,판매비와관리비,290587
415,2021-03-06,지급수수료,138048
416,2021-09-07,기타비용,233184
417,2021-07-09,금융비용,208954
418,2021-10-20,기타수익,474788
419,2021-02-17,금융수익,26073
420,2021-11-24,판매비와관리비,148709
421,2021-09-03,지급수수료,248657
422,2021-01-12,기타비용,285620
423,2021-09-22,금융비용,472539
424,2021-07-20,기타수익,374681
425,2021-09-25,금융수익,464142
426,2021-05-03,판매비와관리비,113591
427,2021-05-09,지급수수료,125998
428,2021-01-03,기타비용,488182
429,2021-01-17,금융비용,112613
430,2021-04-14,기타수익,116691
431,2021-04-09,금융수익,300051
432,2021-08-10,판매비와관리비,179731
433,2021-06-21,지급수수료,337079
434,2021-08-02,기타비용,437535
435,2021-10-28,금융비용,445382
436,2021-11-24,기타수익,67371
437,2021-02-12,금융수익,154038
438,2021-03-16,판매비와관리비,164718
439,2021-08-21,지급수수료,309900
440,2021-09-04,기타비용,477664
441,2021-01-21,금융비용,84753
442,2021-08-08,기타수익,184221
443,2021-09-22,금융수익,254088
444,2021-10-01,판매비와관리비,366092
445,2021-05-03,지급수수료,62959
446,2021-01-01,기타비용,236283
447,2021-10-20,금융비용,50627
448,2021-12-18,기타수익,69628
449,2021-07-25,금융수익,231135
450,2021-05-21,판매비와관리비,122117
451,2021-11-26,지급수수료,172776
452,2021-02-27,기타비용,472973
453,2021-09-24,금융비용,52987
454,2021-08-13,기타수익,422108
455,2021-09-21,금융수익,172495
456,2021-09-28,판매비와관리비,402721
457,2021-06-22,지급수수료,287817
458,2021-04-11,기타비용,402764
459,2021-10-23,금융비용,165904
460,2021-11-19,기타수익,284022
461,2021-03-14,금융수익,470804
462,2021-12-01,판매비와관리비,12591
463,2021-09-04,지급수수료,250314
464,2021-12-04,기타비용,117170
465,2021-01-17,금융비용,204544
466,2021-06-26,기타수익,226614
467,2021-12-04,금융수익,243126
468,2021-03-27,판매비와관리비,481633
469,2021-11-11,지급수수료,386012
470,2021-06-10,기타비용,341953
471,2021-11-19,금융비용,498045
472,2021-03-18,기타수익,249404
473,2021-05-11,금융수익,394459
474,2021-09-26,판매비와관리비,232989
475,2021-06-12,지급수수료,277781
476,2021-04-22,기타비용,136699
477,2021-05-04,금융비용,185731
478,2021-03-22,기타수익,439812
479,2021-03-21,금융수익,126220
480,2021-04-10,판매비와관리비,169933
481,2021-09-09,지급수수료,402298
482,2021-03-12,기타비용,476933
483,2021-05-26,금융비용,36484
484,2021-08-01,기타수익,23707
485,2021-03-22,금융수익,218524
486,2021-08-01,판매비와관리비,499418
487,2021-11-13,지급수수료,111516
488,2021-02-23,기타비용,19820
489,2021-08-16,금융비용,259811
490,2021-08-18,기타수익,367721
491,2021-11-23,금융수익,152291
492,2021-11-03,판매비와관리비,122347
493,2021-06-17,지급수수료,318319
494,2021-04-21,기타비용,473351
495,2021-04-22,금융비용,103012
496,2021-12-06,기타수익,418868
497,2021-03-22,금융수익,168269
498,2021-10-28,판매비와관리비,489529
499,2021-11-04,지급수수료,375955
500,2021-02-07,기타비용,490997
501,2021-02-05,금융비용,447380
502,2021-01-23,기타수익,311826
503,2021-11-25,금융수익,413964
504,2021-01-12,판매비와관리비,106398
505,2021-03-05,지급수수료,384655
506,2021-08-12,기타비용,236127
507,2021-08-02,금융비용,337418
508,2021-06-25,기타수익,122874
509,2021-01-28,금융수익,444615
510,2021-03-24,판매비와관리비,371383
511,2021-10-25,지급수수료,252181
512,2021-03-10,기타비용,229767
513,2021-08-20,금융비용,325947
514,2021-12-16,기타수익,39269
515,2021-06-28,금융수익,481798
516,2021-05-24,판매비와관리비,45184
517,2021-01-12,지급수수료,374688
518,2021-04-06,기타비용,140734
519,2021-11-22,금융비용,58303
520,2021-06-08,기타수익,358988
521,2021-06-07,금융수익,180528
522,2021-12-14,판매비와관리비,141408
523,2021-07-03,지급수수료,28129
524,2021-12-09,기타비용,370314
525,2021-02-13,금융비용,219541
526,2021-07-06,기타수익,485998
527,2021-03-03,금융수익,410703
528,2021-01-23,판매비와관리비,299054
529,2021-05-12,지급수수료,38392
530,2021-10-23,기타비용,284458
531,2021-11-12,금융비용,114039
532,2021-10-05,기타수익,246523
533,2021-08-11,금융수익,249880
534,2021-12-01,판매비와관리비,217233
535,2021-09-22,지급수수료,315223
536,2021-08-09,기타비용,157311
537,2021-11-18,금융비용,197807
538,2021-04-24,기타수익,179066
539,2021-08-24,금융수익,150282
540,2021-06-27,판매비와관리비,459844
541,2021-05-09,지급수수료,421694
542,2021-05-06,기타비용,98278
543,2021-12-02,금융비용,11655
544,2021-08-01,기타수익,117962
545,2021-09-01,금융수익,183690
546,2021-11-07,판매비와관리비,187620
547,2021-05-16,지급수수료,476933
548,2021-01-07,기타비용,381862
549,2021-04-19,금융비용,181036
550,2021-02-13,기타수익,488196
551,2021-07-22,금융수익,113761
552,2021-10-12,판매비와관리비,493106
553,2021-12-11,지급수수료,467760
554,2021-12-25,기타비용,398855
555,2021-03-04,금융비용,409394
556,2021-06-18,기타수익,428104
557,2021-02-19,금융수익,211417
558,2021-03-01,판매비와관리비,84757
559,2021-07-28,지급수수료,145101
560,2021-06-01,기타비용,429578
561,2021-05-14,금융비용,446038
562,2021-01-14,기타수익,262569
563,2021-10-11,금융수익,453043
564,2021-05-16,판매비와관리비,83511
565,2021-05-03,지급수수료,62670
566,2021-03-08,기타비용,268929
567,2021-12-01,금융비용,59519
568,2021-05-28,기타수익,50345
569,2021-01-03,금융수익,135230
570,2021-10-07,판매비와관리비,155472
571,2021-07-11,지급수수료,170644
572,2021-04-18,기타비용,224797
573,2021-04-26,금융비용,257476
574,2021-08-15,기타수익,65213
575,2021-11-08,금융수익,64280
576,2021-08-04,판매비와관리비,276157
577,2021-07-26,지급수수료,199576
578,2021-05-20,기타비용,422990
579,2021-12-17,금융비용,261939
580,2021-05-21,기타수익,334837
581,2021-11-14,금융수익,357527
582,2021-09-18,판매비와관리비,444656
583,2021-05-28,지급수수료,373619
584,2021-02-22,기타비용,227059
585,2021-01-23,금융비용,46325
586,2021-03-07,기타수익,348063
587,2021-11-22,금융수익,30251
588,2021-08-12,판매비와관리비,216768
589,2021-02-21,지급수수료,455993
590,2021-06-21,기타비용,481906
591,2021-03-04,금융비용,120602
592,2021-06-12,기타수익,27685
593,2021-07-06,금융수익,407230
594,2021-04-17,판매비와관리비,450939
595,2021-09-21,지급수수료,433635
596,2021-08-14,기타비용,187308
597,2021-12-24,금융비용,226983
598,2021-09-19,기타수익,82289
599,2021-01-03,금융수익,452049
